0.000000	30.000000	4.000000	
0.250000	32.455490	3.935965	
0.500000	35.124026	3.927652	
0.750000	38.015948	3.977695	
1.000000	41.140107	4.091277	
1.250000	44.502799	4.276673	
1.500000	48.106273	4.546049	
1.750000	51.946631	4.916584	
2.000000	56.010888	5.412019	
2.250000	60.272869	6.064753	
2.500000	64.687541	6.918610	
2.750000	69.183294	8.032353	
3.000000	73.651680	9.483862	
3.250000	77.934338	11.374503	
3.500000	81.807566	13.832392	
3.750000	84.966752	17.011682	
4.000000	87.016555	21.082468	
4.250000	87.479092	26.202449	
4.500000	85.841150	32.458935	
4.750000	81.667370	39.773120	
5.000000	74.793940	47.777789	
5.250000	65.560592	55.724129	
5.500000	54.933403	62.528806	
5.750000	44.312553	67.064481	
6.000000	34.999932	68.623718	
6.250000	27.682758	67.234755	
6.500000	22.353426	63.551703	
6.750000	18.618434	58.455396	
7.000000	16.025642	52.719355	
7.250000	14.216488	46.887958	
7.500000	12.946239	41.293985	
7.750000	12.057644	36.117541	
8.000000	11.451243	31.440046	
8.250000	11.063722	27.282750	
8.500000	10.854141	23.631848	
8.750000	10.795603	20.454309	
9.000000	10.870266	17.707714	
9.250000	11.066368	15.346306	
9.500000	11.376403	13.324638	
9.750000	11.796003	11.599690	
10.000000	12.323224	10.131996	
10.250000	12.958088	8.886146	
10.500000	13.702272	7.830895	
10.750000	14.558909	6.939035	
11.000000	15.532441	6.187125	
11.250000	16.628522	5.555172	
11.500000	17.853943	5.026279	
11.750000	19.216583	4.586313	
12.000000	20.725353	4.223595	
12.250000	22.390153	3.928632	
12.500000	24.221814	3.693902	
12.750000	26.232015	3.513686	
13.000000	28.433175	3.383962	
13.250000	30.838280	3.302366	
13.500000	33.460643	3.268236	
13.750000	36.313540	3.282741	
14.000000	39.409690	3.349141	
14.250000	42.760494	3.473190	
14.500000	46.374946	3.663757	
14.750000	50.258058	3.933720	
15.000000	54.408613	4.301240	
15.250000	58.815936	4.791551	
15.500000	63.455311	5.439434	
15.750000	68.281481	6.292569	
16.000000	73.219575	7.415931	
16.250000	78.152674	8.897269	
16.500000	82.905409	10.853259	
16.750000	87.223699	13.434963	
17.000000	90.752853	16.829208	
17.250000	93.021016	21.248990	
17.500000	93.443987	26.900803	
17.750000	91.381136	33.911997	
18.000000	86.283845	42.203963	
18.250000	77.963494	51.322954	
18.500000	66.919550	60.307761	
18.750000	54.495581	67.763944	
19.000000	42.540315	72.301730	
19.250000	32.590117	73.197231	
19.500000	25.220188	70.740223	
19.750000	20.138447	65.924201	
20.000000	16.723876	59.849446	
20.250000	14.418286	53.360252	
20.500000	12.835732	46.987288	
20.750000	11.735685	41.021829	
21.000000	10.972813	35.601503	
21.250000	10.458902	30.772622	
21.500000	10.139277	26.529592	
21.750000	9.979178	22.838719	
22.000000	9.956012	19.652438	
22.250000	10.054922	16.917790	
22.500000	10.266224	14.581425	
22.750000	10.583875	12.592469	
23.000000	11.004552	10.904065	
23.250000	11.527067	9.474071	
23.500000	12.151999	8.265244	
23.750000	12.881447	7.245114	
24.000000	13.718872	6.385677	
24.250000	14.668981	5.662997	
24.500000	15.737660	5.056780	
24.750000	16.931921	4.549957	
25.000000	18.259865	4.128289	
