1.000000	1.353715	
1.100000	1.405944	
1.200000	1.455201	
1.300000	1.500000	
1.400000	1.540050	
1.500000	1.579839	
1.600000	1.625046	
1.700000	1.681355	
1.800000	1.754445	
1.900000	1.850000	
2.000000	1.969797	
2.100000	2.100000	
2.200000	2.225382	
2.300000	2.340753	
2.400000	2.443432	
2.500000	2.530742	
2.600000	2.600000	
2.700000	2.649420	
2.800000	2.680780	
2.900000	2.696749	
3.000000	2.700000	
3.100000	2.692930	
3.200000	2.676857	
3.300000	2.652824	
3.400000	2.621877	
3.500000	2.585060	
3.600000	2.543419	
3.700000	2.497999	
3.800000	2.449844	
3.900000	2.400000	
4.000000	2.349415	
4.100000	2.298654	
4.200000	2.248186	
4.300000	2.198478	
4.400000	2.150000	
4.500000	2.104456	
4.600000	2.068494	
4.700000	2.050000	
4.800000	2.053964	
4.900000	2.073793	
5.000000	2.100000	
5.100000	2.124723	
5.200000	2.146595	
5.300000	2.165875	
5.400000	2.182822	
5.500000	2.197696	
5.600000	2.210753	
5.700000	2.222253	
5.800000	2.232456	
5.900000	2.241618	
6.000000	2.250000	
6.100000	2.257812	
6.200000	2.265073	
6.300000	2.271757	
6.400000	2.277834	
6.500000	2.283277	
6.600000	2.288058	
6.700000	2.292149	
6.800000	2.295521	
6.900000	2.298148	
7.000000	2.300000	
7.100000	2.301030	
7.200000	2.301112	
7.300000	2.300098	
7.400000	2.297841	
7.500000	2.294196	
7.600000	2.289015	
7.700000	2.282151	
7.800000	2.273459	
7.900000	2.262791	
8.000000	2.250000	
8.100000	2.234982	
8.200000	2.217800	
8.300000	2.198558	
8.400000	2.177362	
8.500000	2.154315	
8.600000	2.129524	
8.700000	2.103092	
8.800000	2.075125	
8.900000	2.045728	
9.000000	2.015005	
9.100000	1.983060	
9.200000	1.950000	
9.300000	1.915898	
9.400000	1.880709	
9.500000	1.844355	
9.600000	1.806762	
9.700000	1.767851	
9.800000	1.727547	
9.900000	1.685774	
10.000000	1.642455	
10.100000	1.597514	
10.200000	1.550874	
10.300000	1.502460	
10.400000	1.452194	
10.500000	1.400000	
10.600000	1.345795	
10.700000	1.289463	
10.800000	1.230884	
10.900000	1.169935	
11.000000	1.106494	
11.100000	1.040439	
11.200000	0.971648	
11.300000	0.900000	
11.400000	0.826606	
11.500000	0.757512	
11.600000	0.700000	
11.700000	0.659297	
11.800000	0.632419	
11.900000	0.614332	
12.000000	0.600000	
12.100000	0.585262	
12.200000	0.569462	
12.300000	0.552817	
12.400000	0.535547	
12.500000	0.517868	
12.600000	0.500000	
12.700000	0.481676	
12.800000	0.460694	
12.900000	0.434364	
